,step,type,amount,oldbalanceOrig,oldbalanceDest,isFraud,trans_frequency_Dest,avg_trans_amount_Dest,variability_trans_amount_Dest,big_trans_flag,zero_new_balance_Dest_flag,zero_new_balance_Orig_flag
333,1,PAYMENT,3666.42,48117,0,0,1,3666.42,0,0,1,0
334,1,PAYMENT,5507.18,36030,0,0,1,5507.18,0,0,1,0
335,1,DEBIT,4565.14,30265,829892.09,0,57,261841.3346,326517.3999,0,0,0
336,1,PAYMENT,11348.71,734899,0,0,1,11348.71,0,0,1,0
337,1,TRANSFER,123179.97,7215,12904.68,0,70,264042.5566,285716.9169,0,0,1
338,1,PAYMENT,7073.6,0,0,0,1,7073.6,0,0,1,1
339,1,PAYMENT,2803.83,0,0,0,1,2803.83,0,0,1,1
340,1,PAYMENT,106.81,0,0,0,1,106.81,0,0,1,1
341,1,PAYMENT,6297.71,762,0,0,1,6297.71,0,0,1,1
342,1,PAYMENT,2610.01,58697.54,0,0,1,2610.01,0,0,1,0
343,1,PAYMENT,5320.1,56087.54,0,0,1,5320.1,0,0,1,0
344,1,PAYMENT,1460.63,1132,0,0,1,1460.63,0,0,1,1
345,1,TRANSFER,522264.81,24,11361,0,90,514130.9389,1579226.204,1,0,1
346,1,DEBIT,3584.21,135496,100614.05,0,38,271245.68,482151.5573,0,0,0
347,1,PAYMENT,3704.97,24553,0,0,1,3704.97,0,0,1,0
348,1,PAYMENT,2773.61,14332,0,0,1,2773.61,0,0,1,0
349,1,PAYMENT,3896.42,11558.39,0,0,1,3896.42,0,0,1,0
350,1,PAYMENT,18781.84,7661.97,0,0,1,18781.84,0,0,1,1
351,1,PAYMENT,6660.33,17710,0,0,1,6660.33,0,0,1,0
352,1,TRANSFER,26923.42,11049.67,199404.91,0,58,343235.1012,456896.1859,0,0,1
353,1,TRANSFER,53783.57,0,75514,0,92,334591.8013,446929.3757,0,0,1
354,1,TRANSFER,80333.28,0,321592.98,0,52,252535.0929,394498.6304,0,0,1
355,1,TRANSFER,211075.91,0,930082.81,0,67,278773.111,329207.996,0,0,1
356,1,TRANSFER,100677.86,0,701567.56,0,72,339101.2925,524030.0448,0,0,1
357,1,TRANSFER,473499.51,0,883248.39,0,84,462567.7718,974781.4103,1,0,1
358,1,TRANSFER,1538200.39,0,6977445.38,0,101,427783.1841,546776.4605,1,0,1
359,1,TRANSFER,2421578.09,0,8515645.77,0,101,427783.1841,546776.4605,1,0,1
360,1,TRANSFER,1349670.68,0,1538085.96,0,105,845232.2322,2975834.548,1,0,1
361,1,TRANSFER,314403.14,0,888232.25,0,99,1796820.855,6777988.817,0,0,1
362,1,TRANSFER,1457213.54,0,10937223.86,0,101,427783.1841,546776.4605,1,0,1
363,1,TRANSFER,180368.84,0,1437353.34,0,39,278445.651,371083.7578,0,0,1
364,1,TRANSFER,445038.71,0,802245.42,0,72,339101.2925,524030.0448,1,0,1
365,1,TRANSFER,1123206.66,0,1773963.18,0,99,378313.4484,457796.0672,1,0,1
366,1,DEBIT,996,46132,88106.55,0,89,323544.6707,466678.4508,0,0,0
367,1,TRANSFER,176334.26,45136,1251626.46,0,113,685211.8877,2616135.304,0,0,1
368,1,TRANSFER,161217.61,0,199733,0,88,350023.4553,534679.2005,0,0,1
369,1,TRANSFER,108443.61,0,246974.3,0,30,275896.372,355348.7531,0,1,1
370,1,TRANSFER,75442.68,0,80469,0,63,440354.3494,1023044.348,0,0,1
371,1,TRANSFER,55536.86,0,915902.37,0,95,318117.8245,525756.1287,0,0,1
372,1,TRANSFER,438437.09,0,740675.45,0,101,402773.8712,520707.7175,1,0,1
373,1,TRANSFER,928722.69,0,1259119.8,0,109,389200.8072,553375.1606,1,0,1
374,1,TRANSFER,1478772.04,0,1652668.12,0,59,454965.0083,1043876.477,1,0,1
375,1,TRANSFER,2545478.01,0,12394437.4,0,101,427783.1841,546776.4605,1,0,1
376,1,TRANSFER,2061082.82,0,14939915.42,0,101,427783.1841,546776.4605,1,0,1
377,1,TRANSFER,983479.66,0,3131440.16,0,59,454965.0083,1043876.477,1,0,1
378,1,TRANSFER,635507.97,0,834457.23,0,57,261841.3346,326517.3999,1,0,1
379,1,TRANSFER,848231.57,0,4114919.82,0,59,454965.0083,1043876.477,1,0,1
380,1,TRANSFER,739112.93,0,1141158.73,0,67,278773.111,329207.996,1,0,1
381,1,TRANSFER,324397.94,0,373058.79,0,82,355907.7293,452988.8023,0,0,1
382,1,TRANSFER,982862.81,0,2187842.49,0,109,389200.8072,553375.1606,1,0,1
383,1,TRANSFER,955855,0,1179112.54,0,101,402773.8712,520707.7175,1,0,1
384,1,TRANSFER,179253.24,0,179614.1,0,80,330883.1305,389827.0497,0,0,1
385,1,PAYMENT,5446.88,666,0,0,1,5446.88,0,0,1,1
386,1,PAYMENT,648.64,873,0,0,1,648.64,0,0,1,0
387,1,PAYMENT,8494.71,11129,0,0,1,8494.71,0,0,1,0
388,1,CASH_OUT,373068.26,20034,1427960.73,0,113,685211.8877,2616135.304,1,0,1
389,1,CASH_IN,143236.26,0,608932.17,0,31,232861.4365,398903.5322,0,0,0
390,1,CASH_IN,228451.89,143236.26,719678.38,0,102,520332.7329,1212525.83,0,0,0
391,1,CASH_IN,35902.49,371688.15,49003.3,0,49,494833.9433,1258353.51,0,1,0
392,1,CASH_IN,232953.64,407590.65,1172672.27,0,80,289359.2965,311438.9863,0,0,0
393,1,CASH_IN,65912.95,640544.28,104198.26,0,38,271245.68,482151.5573,0,0,0
394,1,CASH_IN,193492.68,706457.23,1247284.13,0,72,339101.2925,524030.0448,0,0,0
395,1,CASH_IN,60836.64,899949.91,143436,0,59,280819.3229,422885.7582,0,0,0
396,1,CASH_IN,62325.15,960786.56,1880271.66,0,67,278773.111,329207.996,0,0,0
397,1,CASH_IN,349640.51,1023111.71,360950.61,0,88,350023.4553,534679.2005,0,0,0
398,1,CASH_IN,135324.19,1372752.22,1356747.89,0,84,462567.7718,974781.4103,0,0,0
399,1,CASH_IN,380015.14,1508076.41,1336470.16,0,42,207332.4024,150015.2212,1,0,0
400,1,CASH_IN,418688.27,1888091.55,956455.03,0,42,207332.4024,150015.2212,1,0,0
401,1,CASH_IN,311023.52,2306779.82,1477776.96,0,37,229235.8538,156470.1014,0,1,0
402,1,CASH_IN,151862.38,2617803.34,158858.48,0,47,251383.45,448140.7169,0,1,0
403,1,CASH_IN,228710.05,2769665.72,743792.14,0,76,554932.4876,1676888.938,0,0,0
404,1,CASH_IN,220431.09,2998375.78,2897169.84,0,99,378313.4484,457796.0672,0,0,0
405,1,CASH_IN,182861.45,3218806.87,192776.92,0,25,154452.0688,127737.2487,0,1,0
406,1,CASH_IN,231881.5,3401668.32,894141.72,0,45,201649.5204,211996.9016,0,0,0
407,1,CASH_IN,38071.17,3633549.82,122487,0,44,210175.4143,323404.4351,0,0,0
408,1,CASH_IN,87117.29,3671620.98,501093.89,0,50,227527.0746,258089.2641,0,0,0
409,1,CASH_IN,114271.72,3758738.27,3170705.3,0,109,389200.8072,553375.1606,0,0,0
410,1,CASH_IN,73199.1,3873009.99,401926.25,0,52,252535.0929,394498.6304,0,0,0
411,1,CASH_IN,764772.98,3946209.08,3056433.58,0,109,389200.8072,553375.1606,1,0,0
412,1,CASH_IN,106847.36,4710982.07,335711.51,0,49,197251.6061,131442.6616,0,0,0
413,1,CASH_IN,6287.28,4817829.42,11274,0,35,277978.286,325768.2913,0,1,0
414,1,CASH_IN,24936.34,4824116.71,104408,0,30,127446.499,112310.8068,0,0,0
415,1,CASH_IN,55837.16,4849053.05,66800.82,0,43,416399.1588,615000.9069,0,0,0
416,1,CASH_IN,63255.29,4904890.21,237735.3,0,47,169388.3204,152974.6957,0,1,0
417,1,CASH_IN,104605.78,4968145.5,207302.14,0,43,161491.6788,147162.4485,0,0,0
418,1,CASH_IN,154160.82,5072751.28,157376,0,60,224644.8672,140151.3523,0,1,0
419,1,CASH_IN,257348.03,5226912.1,2291660.6,0,109,389200.8072,553375.1606,0,0,0
420,1,CASH_IN,201073.81,5484260.13,537766.76,0,42,207332.4024,150015.2212,0,0,0
421,1,CASH_IN,53560.68,5685333.94,172857.68,0,45,295164.0198,357554.2703,0,0,0
422,1,CASH_IN,334234.39,5738894.62,358867.35,0,80,330883.1305,389827.0497,0,0,0
423,1,CASH_IN,227335.16,6073129.01,1817946.5,0,67,278773.111,329207.996,0,0,0
424,1,CASH_IN,134426.08,6300464.17,228864.16,0,49,197251.6061,131442.6616,0,0,0
425,1,CASH_IN,2643.45,6434890.26,49974,0,27,211360.3307,387706.0523,0,0,0
426,1,CASH_IN,134977.11,6437533.71,471814.89,0,42,283415.7774,516409.5746,0,0,0
427,1,CASH_IN,25090.03,6572510.82,80148.6,0,35,200601.5726,218205.173,0,1,0
428,1,CASH_IN,147388.67,6597600.85,184486.01,0,50,219113.4826,201124.939,0,0,0
429,1,CASH_IN,217615.09,6744989.53,971439.24,0,95,318117.8245,525756.1287,0,0,0
430,1,CASH_IN,355294.5,6962604.61,1469965.2,0,57,261841.3346,326517.3999,0,0,0
431,1,CASH_IN,12336.48,7317899.11,21024,0,30,158515.7307,115317.4443,0,0,0
432,1,CASH_IN,349505.89,7330235.59,17000998.23,0,101,427783.1841,546776.4605,0,0,0
433,1,CASH_IN,285185.34,7679741.48,451065.09,0,48,152531.3971,144056.086,0,0,0
434,1,CASH_IN,132953.45,7964926.82,1617722.17,0,39,278445.651,371083.7578,0,0,0
435,1,CASH_IN,214851.41,8097880.27,939718.63,0,80,289359.2965,311438.9863,0,0,0
436,1,CASH_IN,54988.56,8312731.68,60870,0,80,475332.3798,1090299.664,0,0,0
437,1,CASH_IN,62871.06,8367720.25,177707.91,0,26,174847.5092,121701.8179,0,0,0
438,1,CASH_IN,61150.85,8430591.3,1166393.13,0,98,358380.5028,489951.942,0,0,0
439,1,CASH_IN,131409.27,8491742.16,290276.03,0,73,313248.4618,545630.5039,0,0,0
440,1,CASH_IN,10844.33,8623151.43,42274,0,55,237925.5891,209201.8763,0,0,0
441,1,PAYMENT,2054.84,22195,0,0,1,2054.84,0,0,1,0
442,1,CASH_IN,313373.56,20140.16,2034312.57,0,109,389200.8072,553375.1606,0,0,0
443,1,CASH_IN,13289.87,333513.72,78256.1,0,53,344946.1421,461468.6261,0,1,0
444,1,CASH_IN,27070.11,346803.59,70595,0,65,170695.1894,156349.1987,0,0,0
445,1,CASH_IN,127954.7,373873.7,1590611.34,0,67,278773.111,329207.996,0,0,0
446,1,CASH_IN,197031.04,501828.4,515082.09,0,76,554932.4876,1676888.938,0,0,0
447,1,CASH_IN,144366.64,698859.44,1720939.01,0,109,389200.8072,553375.1606,0,0,0
448,1,CASH_IN,7965.49,843226.08,35100.09,0,34,178319.2053,205652.7266,0,0,0
449,1,CASH_IN,123103.74,851191.57,541942.24,0,52,299780.48,539895.8769,0,0,0
450,1,CASH_IN,106634.77,974295.31,4963151.39,0,59,454965.0083,1043876.477,0,0,0
451,1,CASH_IN,74933.22,1080930.07,1312918.22,0,97,437143.4887,711931.5137,0,0,0
452,1,CASH_IN,120234.99,1155863.3,194026.33,0,96,277053.1357,436932.8358,0,0,0
453,1,CASH_IN,5763.99,1276098.29,24632.95,0,80,330883.1305,389827.0497,0,0,0
454,1,CASH_IN,156922.36,1281862.28,2887756.64,0,105,845232.2322,2975834.548,0,0,0
455,1,CASH_IN,162665.98,1438784.65,362164.9,0,56,314003.0077,427277.7797,0,1,0
456,1,CASH_IN,110226.34,1601450.63,1601450.63,0,84,370350.3565,452402.3474,0,0,0
457,1,CASH_IN,142577.44,1601450.63,174480.01,0,47,169388.3204,152974.6957,0,1,0
458,1,CASH_IN,6915.38,1744028.07,49685,0,56,378239.2716,633640.254,0,1,0
459,1,CASH_IN,157108.01,1750943.45,1576572.37,0,109,389200.8072,553375.1606,0,0,0
460,1,CASH_IN,223555.14,1908051.46,1462656.64,0,67,278773.111,329207.996,0,0,0
461,1,CASH_IN,146331.12,2131606.6,1053791.45,0,72,339101.2925,524030.0448,0,0,0
462,1,CASH_IN,141131.23,2277937.72,1419464.36,0,109,389200.8072,553375.1606,0,0,0
463,1,CASH_IN,222711.47,2419068.96,16651492.34,0,101,427783.1841,546776.4605,0,0,0
464,1,CASH_IN,84980.31,2641780.43,165879.75,0,48,152531.3971,144056.086,0,0,0
465,1,CASH_IN,628719.07,2726760.74,1484768.73,0,39,278445.651,371083.7578,1,0,0
466,1,CASH_IN,79285.8,3355479.81,4856516.62,0,59,454965.0083,1043876.477,0,0,0
467,1,CASH_IN,57809.81,3434765.61,59666,0,46,435768.2567,869717.9919,0,1,0
468,1,CASH_IN,75043.17,3492575.42,156547,0,45,244880.3298,213513.9152,0,1,0
469,1,CASH_IN,248196.92,3567618.59,318051.05,0,76,554932.4876,1676888.938,0,0,0
470,1,CASH_IN,18851.44,3815815.51,47330.55,0,27,211360.3307,387706.0523,0,0,0
471,1,CASH_IN,403418.39,3834666.95,1801028.99,0,113,685211.8877,2616135.304,1,0,0
472,1,CASH_IN,235564.81,4238085.34,2676738.75,0,99,378313.4484,457796.0672,0,0,0
473,1,CASH_IN,32325.24,4473650.15,158866.76,0,73,313248.4618,545630.5039,0,0,0
474,1,CASH_IN,345347.7,4505975.39,355417.92,0,30,275896.372,355348.7531,0,1,0
475,1,CASH_IN,355500.25,4851323.08,1166753.44,0,37,229235.8538,156470.1014,0,1,0
476,1,CASH_IN,103005.78,5206823.33,114836.85,0,26,174847.5092,121701.8179,0,0,0
477,1,CASH_IN,108803.98,5309829.12,811253.19,0,37,229235.8538,156470.1014,0,1,0
478,1,CASH_IN,259753.27,5418633.09,260112.48,0,45,637951.916,1034248.804,0,1,0
479,1,CASH_IN,234094.24,5678386.36,1278333.12,0,109,389200.8072,553375.1606,0,0,0
480,1,CASH_IN,273305.73,5912480.6,1237985,0,97,437143.4887,711931.5137,0,0,0
481,1,CASH_IN,186838.95,6185786.33,418838.5,0,52,299780.48,539895.8769,0,0,0
482,1,CASH_IN,193161.04,6372625.28,2441173.94,0,99,378313.4484,457796.0672,0,0,0
483,1,CASH_IN,152823.85,6565786.32,1202635.39,0,99,1796820.855,6777988.817,0,0,0
484,1,CASH_IN,91457.82,6718610.17,662260.23,0,45,201649.5204,211996.9016,0,0,0
485,1,CASH_IN,277807.48,6810067.99,907460.33,0,72,339101.2925,524030.0448,0,0,0
486,1,CASH_IN,8679.13,7087875.47,94438.08,0,49,197251.6061,131442.6616,0,0,0
487,1,CASH_IN,2099.59,7096554.61,40471.79,0,34,209815.3594,186535.0952,0,1,0
488,1,CASH_IN,221693.08,7098654.2,629652.85,0,72,339101.2925,524030.0448,0,0,0
489,1,CASH_IN,206097.65,7320347.28,1239101.5,0,67,278773.111,329207.996,0,0,0
490,1,CASH_IN,22384.21,7526444.93,42211,0,69,381887.413,881860.0176,0,0,0
491,1,CASH_IN,73210.99,7548829.13,79582.64,0,43,575107.9344,1347976.496,0,0,0
492,1,CASH_IN,236747.6,7622040.12,390963.21,0,53,254585.4981,247717.1085,0,1,0
493,1,CASH_IN,6284.18,7858787.73,328727.16,0,52,252535.0929,394498.6304,0,0,0
494,1,CASH_IN,100198.77,7865071.9,336837.78,0,42,283415.7774,516409.5746,0,0,0
495,1,CASH_IN,160347.32,7965270.68,724867.22,0,80,289359.2965,311438.9863,0,0,0
496,1,CASH_IN,289272.75,8125617.99,413976.6,0,50,227527.0746,258089.2641,0,0,0
497,1,CASH_IN,63189.26,8414890.75,101925,0,62,323179.0747,408749.5052,0,1,0
498,1,CASH_IN,196725.32,8478080,2248012.9,0,99,378313.4484,457796.0672,0,0,0
499,1,PAYMENT,5882.32,10252,0,0,1,5882.32,0,0,1,0
500,1,DEBIT,625.92,30165,1042,0,46,386000.6604,430131.5924,0,1,0
501,1,PAYMENT,5937.72,21779,0,0,1,5937.72,0,0,1,0
502,1,PAYMENT,9796.29,274658,0,0,1,9796.29,0,0,1,0
503,1,PAYMENT,13449.95,11080,0,0,1,13449.95,0,0,1,1
504,1,PAYMENT,4749.6,8038,0,0,1,4749.6,0,0,1,0
505,1,PAYMENT,6460.86,31009,0,0,1,6460.86,0,0,1,0
506,1,PAYMENT,3605.26,10120,0,0,1,3605.26,0,0,1,0
507,1,PAYMENT,624.61,52594,0,0,1,624.61,0,0,1,0
508,1,PAYMENT,3854.92,9241,0,0,1,3854.92,0,0,1,0
509,1,TRANSFER,420532.33,5386.08,614566.02,0,19,165502.3789,125039.8599,1,1,1
510,1,PAYMENT,4402.86,4469,0,0,1,4402.86,0,0,1,0
511,1,CASH_OUT,147804.02,66.14,158919,0,56,313762.4927,514298.2922,0,0,1
512,1,PAYMENT,151.2,1904,0,0,1,151.2,0,0,1,0
513,1,PAYMENT,58.21,14506,0,0,1,58.21,0,0,1,0
514,1,PAYMENT,5936.82,741,0,0,1,5936.82,0,0,1,1
515,1,CASH_OUT,145944.67,24376,222,0,36,150206.1242,134988.7827,0,0,1
516,1,TRANSFER,7206.33,24932,21308,0,36,145104.9714,110846.494,0,0,0
517,1,DEBIT,5581.55,530,55058.57,0,35,200601.5726,218205.173,0,1,1
518,1,DEBIT,5853.21,5039,20018,0,79,294130.5906,421643.8833,0,0,1
519,1,PAYMENT,2528.1,5037,0,0,1,2528.1,0,0,1,0
520,1,PAYMENT,5655.17,9522,0,0,1,5655.17,0,0,1,0
521,1,PAYMENT,1456.09,101018,0,0,1,1456.09,0,0,1,0
522,1,PAYMENT,4252.82,5545,0,0,1,4252.82,0,0,1,0
523,1,TRANSFER,276460.62,595,1105242.28,0,98,358380.5028,489951.942,0,0,1
524,1,PAYMENT,8811.67,30848,0,0,1,8811.67,0,0,1,0
525,1,PAYMENT,12666.68,891,0,0,1,12666.68,0,0,1,1
526,1,CASH_OUT,95636.49,0,359141.7,0,38,162082.3605,190316.0496,0,0,1
527,1,CASH_OUT,195314.34,0,491226.48,0,102,520332.7329,1212525.83,0,0,1
528,1,PAYMENT,6049.09,1,0,0,1,6049.09,0,0,1,1
529,1,PAYMENT,14306.8,0,0,0,1,14306.8,0,0,1,1
530,1,PAYMENT,1117.34,35611,0,0,1,1117.34,0,0,1,0
531,1,DEBIT,3179.7,124703.85,20767,0,58,270291.1348,387544.4956,0,1,0
532,1,PAYMENT,2880.68,121524.14,0,0,1,2880.68,0,0,1,0
533,1,PAYMENT,3060.54,118643.46,0,0,1,3060.54,0,0,1,0
534,1,PAYMENT,879.42,115582.92,0,0,1,879.42,0,0,1,0
535,1,PAYMENT,3486.78,114703.5,0,0,1,3486.78,0,0,1,0
536,1,PAYMENT,21530.96,111216.72,0,0,1,21530.96,0,0,1,0
537,1,PAYMENT,2426.31,89685.77,0,0,1,2426.31,0,0,1,0
538,1,PAYMENT,5110.1,87259.46,0,0,1,5110.1,0,0,1,0
539,1,PAYMENT,207.75,82149.35,0,0,1,207.75,0,0,1,0
540,1,PAYMENT,18437.04,81941.6,0,0,1,18437.04,0,0,1,0
541,1,PAYMENT,8690.69,63504.55,0,0,1,8690.69,0,0,1,0
542,1,PAYMENT,4946.03,54813.86,0,0,1,4946.03,0,0,1,0
543,1,PAYMENT,5432.09,49867.83,0,0,1,5432.09,0,0,1,0
544,1,PAYMENT,7649.41,44435.75,0,0,1,7649.41,0,0,1,0
545,1,PAYMENT,3943.17,36786.34,0,0,1,3943.17,0,0,1,0
546,1,PAYMENT,3101.33,32843.16,0,0,1,3101.33,0,0,1,0
547,1,TRANSFER,51719.13,882,59670,0,60,251997.6715,252956.244,0,0,1
548,1,PAYMENT,13465.91,0,0,0,1,13465.91,0,0,1,1
549,1,PAYMENT,19561.05,0,0,0,1,19561.05,0,0,1,1
550,1,PAYMENT,9762.28,129,0,0,1,9762.28,0,0,1,1
551,1,PAYMENT,9778.81,18824,0,0,1,9778.81,0,0,1,0
552,1,CASH_OUT,562903.81,9045.19,564519.9,0,80,289359.2965,311438.9863,1,0,1
553,1,PAYMENT,5055.94,30295,0,0,1,5055.94,0,0,1,0
554,1,PAYMENT,2858.89,21820,0,0,1,2858.89,0,0,1,0
555,1,PAYMENT,8531.42,18961.11,0,0,1,8531.42,0,0,1,0
556,1,PAYMENT,84.22,25828,0,0,1,84.22,0,0,1,0
557,1,CASH_OUT,227478.01,25743.78,16428780.87,0,101,427783.1841,546776.4605,0,0,1
558,1,PAYMENT,5033.02,23946.7,0,0,1,5033.02,0,0,1,0
559,1,TRANSFER,100588.8,18913.68,105223,0,52,352344.7463,496619.7281,0,1,1
560,1,PAYMENT,9374.72,21064,0,0,1,9374.72,0,0,1,0
561,1,PAYMENT,598.24,102631,0,0,1,598.24,0,0,1,0
562,1,PAYMENT,4531.55,20125,0,0,1,4531.55,0,0,1,0
563,1,PAYMENT,2998.2,15593.45,0,0,1,2998.2,0,0,1,0
564,1,PAYMENT,9269.99,12595.25,0,0,1,9269.99,0,0,1,0
565,1,PAYMENT,1209.64,3325.26,0,0,1,1209.64,0,0,1,0
566,1,PAYMENT,1298.7,2115.61,0,0,1,1298.7,0,0,1,0
567,1,PAYMENT,7797,816.91,0,0,1,7797,0,0,1,1
568,1,PAYMENT,5831.03,0,0,0,1,5831.03,0,0,1,1
569,1,PAYMENT,7067.9,0,0,0,1,7067.9,0,0,1,1
570,1,PAYMENT,14895.51,0,0,0,1,14895.51,0,0,1,1
571,1,PAYMENT,3316.21,0,0,0,1,3316.21,0,0,1,1
572,1,PAYMENT,22276,0,0,0,1,22276,0,0,1,1
573,1,PAYMENT,16505.51,0,0,0,1,16505.51,0,0,1,1
574,1,PAYMENT,636.95,0,0,0,1,636.95,0,0,1,1
575,1,PAYMENT,2056.59,0,0,0,1,2056.59,0,0,1,1
576,1,PAYMENT,704.74,0,0,0,1,704.74,0,0,1,1
577,1,PAYMENT,3222.32,0,0,0,1,3222.32,0,0,1,1
578,1,PAYMENT,11889.61,0,0,0,1,11889.61,0,0,1,1
579,1,PAYMENT,9491.89,0,0,0,1,9491.89,0,0,1,1
580,1,PAYMENT,6131.21,0,0,0,1,6131.21,0,0,1,1
581,1,PAYMENT,11938.61,0,0,0,1,11938.61,0,0,1,1
582,1,PAYMENT,4233.45,0,0,0,1,4233.45,0,0,1,1
583,1,PAYMENT,32643.79,0,0,0,1,32643.79,0,0,1,1
584,1,PAYMENT,622.15,14112.8,0,0,1,622.15,0,0,1,0
585,1,PAYMENT,4573.12,13490.65,0,0,1,4573.12,0,0,1,0
586,1,PAYMENT,6057.8,6996.1,0,0,1,6057.8,0,0,1,0
587,1,PAYMENT,5770.32,938.3,0,0,1,5770.32,0,0,1,1
588,1,PAYMENT,9152.97,0,0,0,1,9152.97,0,0,1,1
589,1,DEBIT,12154.7,39699,2051287.58,0,99,378313.4484,457796.0672,0,0,0
590,1,PAYMENT,8378.01,80899.44,0,0,1,8378.01,0,0,1,0
591,1,PAYMENT,9616.45,72521.43,0,0,1,9616.45,0,0,1,0
592,1,PAYMENT,2231.28,12998,0,0,1,2231.28,0,0,1,0
593,1,PAYMENT,4932.54,136555,0,0,1,4932.54,0,0,1,0
594,1,CASH_IN,65413.89,131622.46,144605,0,39,275852.7908,305224.3741,0,1,0
595,1,CASH_IN,98560.08,197036.35,167719.89,0,44,211191.6757,257255.3878,0,0,0
596,1,CASH_IN,15054.61,295596.43,33340,0,48,139508.4071,151241.4077,0,0,0
597,1,CASH_IN,161632.16,310651.04,1044238.89,0,109,389200.8072,553375.1606,0,0,0
598,1,CASH_IN,47529.19,472283.2,856049.65,0,39,278445.651,371083.7578,0,0,0
599,1,CASH_IN,9577.45,519812.39,32204,0,45,346466.7204,724325.6616,0,0,0
600,1,CASH_IN,414238.59,529389.85,808520.46,0,39,278445.651,371083.7578,1,0,0
601,1,CASH_IN,89327.65,943628.44,2063442.28,0,99,378313.4484,457796.0672,0,0,0
602,1,CASH_IN,194900.16,1032956.09,8633995.76,0,85,428676.6807,517084.615,0,0,0
603,1,CASH_IN,24470.43,1227856.25,1381702.9,0,98,358380.5028,489951.942,0,0,0
604,1,CASH_IN,217668.38,1252326.68,347373.26,0,60,334454.2048,450639.0382,0,0,0
605,1,CASH_IN,9067.51,1469995.06,306723.02,0,56,313762.4927,514298.2922,0,0,0
606,1,CASH_IN,336827.91,1479062.57,401493.73,0,41,233110.4717,252905.6661,0,0,0
607,1,CASH_IN,45317.95,1815890.48,99578.86,0,60,575221.8208,1612411.044,0,1,0
608,1,CASH_IN,230021.01,1861208.43,4777230.82,0,59,454965.0083,1043876.477,0,0,0
609,1,CASH_IN,154578.28,2091229.45,1033003.86,0,67,278773.111,329207.996,0,0,0
610,1,CASH_IN,314134.01,2245807.73,570802.41,0,45,201649.5204,211996.9016,0,0,0
611,1,CASH_IN,206405.92,2559941.74,1221423.7,0,84,462567.7718,974781.4103,0,0,0
612,1,CASH_IN,158995.29,2766347.65,8674805.32,0,84,370350.3565,452402.3474,0,0,0
613,1,CASH_IN,188238.54,2925342.94,702449.21,0,37,229235.8538,156470.1014,0,1,0
614,1,CASH_IN,21255.8,3113581.47,52109,0,26,174498.7058,149397.5185,0,1,0
615,1,CASH_IN,205955.77,3134837.27,465695.91,0,31,232861.4365,398903.5322,0,0,0
616,1,CASH_IN,178370.36,3340793.04,16656258.88,0,101,427783.1841,546776.4605,0,0,0
617,1,CASH_IN,42547.96,3519163.4,59693,0,42,263981.3376,238235.7324,0,0,0
618,1,CASH_IN,15152.15,3561711.36,8439095.6,0,85,428676.6807,517084.615,0,0,0
619,1,CASH_IN,39249.67,3576863.51,64966.23,0,53,344946.1421,461468.6261,0,1,0
620,1,CASH_IN,101669.17,3616113.18,533625.81,0,90,514130.9389,1579226.204,0,0,0
621,1,CASH_IN,81694.11,3717782.35,686540.82,0,102,520332.7329,1212525.83,0,0,0
622,1,CASH_IN,10266.7,3799476.47,104323,0,36,275653.6283,436918.3753,0,0,0
623,1,CASH_IN,35502.25,3809743.17,41159,0,57,403967.6779,786333.8444,0,1,0
624,1,CASH_IN,183250,3845245.42,231999.55,0,52,299780.48,539895.8769,0,0,0
625,1,CASH_IN,219220.21,4028495.42,1974114.63,0,99,378313.4484,457796.0672,0,0,0
626,1,CASH_IN,254895.5,4247715.63,256668.41,0,45,201649.5204,211996.9016,0,0,0
627,1,CASH_IN,143148.97,4502611.13,4547209.8,0,59,454965.0083,1043876.477,0,0,0
628,1,CASH_IN,132457.52,4645760.1,8423943.45,0,85,428676.6807,517084.615,0,0,0
629,1,CASH_IN,148834.28,4778217.62,514210.68,0,37,229235.8538,156470.1014,0,1,0
630,1,CASH_IN,106727.81,4927051.9,2730834.27,0,105,845232.2322,2975834.548,0,0,0
631,1,CASH_IN,223123.71,5033779.71,394281.87,0,39,278445.651,371083.7578,0,0,0
632,1,CASH_IN,194311.34,5256903.42,1127423.71,0,80,289359.2965,311438.9863,0,0,0
633,1,CASH_IN,338964.91,5451214.77,365376.39,0,37,229235.8538,156470.1014,0,1,0
634,1,CASH_IN,247575.4,5790179.68,8291485.93,0,85,428676.6807,517084.615,0,0,0
635,1,CASH_IN,29467.02,6037755.07,322442.98,0,52,252535.0929,394498.6304,0,0,0
636,1,CASH_IN,90340.16,6067222.09,16477888.52,0,101,427783.1841,546776.4605,0,0,0
637,1,CASH_IN,198847.32,6157562.25,964679.26,0,97,437143.4887,711931.5137,0,0,0
638,1,CASH_IN,155075.41,6356409.58,1035098.36,0,19,165502.3789,125039.8599,0,1,0
639,1,CASH_IN,76932.89,6511484.99,765831.94,0,97,437143.4887,711931.5137,0,0,0
640,1,CASH_IN,92971.79,6588417.88,111367.94,0,38,207463.3495,195636.4487,0,1,0
641,1,CASH_IN,7322.98,6681389.66,64966,0,62,645850.1906,1821833.105,0,0,0
642,1,CASH_IN,222126.95,6688712.64,1397610.6,0,113,685211.8877,2616135.304,0,0,0
