step,amount,oldbalanceOrig,oldbalanceDest,isFraud,trans_frequency_Dest,avg_trans_amount_Dest,variability_trans_amount_Dest,big_trans_flag,zero_new_balance_Dest_flag,zero_new_balance_Orig_flag,CASH_IN,CASH_OUT,DEBIT,TRANSFER
95,176174.67,0.0,214052.89,0,20,196829.428,135952.2529167581,0,0,1,0,1,0,0
397,9574.23,729389.0,0.0,0,1,9574.23,0.0,0,1,0,0,0,0,0
36,323378.71,0.0,501739.31,0,21,242755.23857142852,245702.37055112724,0,0,1,0,0,0,1
207,65349.58,2829751.75,916464.42,0,12,229743.07083333333,112653.07760749244,0,0,0,1,0,0,0
327,323763.01,5074775.67,490373.45,0,6,549831.0466666666,870710.6935614594,0,0,0,1,0,0,0
236,139768.71,0.0,11556823.97,0,29,492287.4582758621,946633.321804857,0,0,1,0,1,0,0
180,6817.78,47190.0,0.0,0,1,6817.78,0.0,0,1,0,0,0,0,0
252,33831.81,0.0,4354624.04,0,37,266390.57081081084,456920.9307515157,0,0,1,0,1,0,0
133,3905.28,68678.0,0.0,0,1,3905.28,0.0,0,1,0,0,0,0,0
299,126133.65,34279.0,38334.23,0,7,1562939.1414285714,2822859.5529493564,0,0,1,0,1,0,0
209,29712.05,0.0,1742301.82,0,39,177122.10435897438,278844.8041866047,0,0,1,0,1,0,0
96,19.39,15848.0,0.0,0,1,19.39,0.0,0,1,0,0,0,0,0
41,343027.45,0.0,353515.3,0,13,509273.2630769231,984995.034733376,0,0,1,0,1,0,0
474,11300.35,74593.0,0.0,0,1,11300.35,0.0,0,1,0,0,0,0,0
399,4007.87,0.0,0.0,0,1,4007.87,0.0,0,1,1,0,0,0,0
164,91410.95,1105.0,144414.28,0,14,192402.10642857145,170945.61004862527,0,0,0,1,0,0,0
308,38293.5,0.0,0.0,0,1,38293.5,0.0,0,1,1,0,0,0,0
239,18857.05,41038.93,0.0,0,1,18857.05,0.0,0,1,0,0,0,0,0
141,748775.62,0.0,1179856.92,0,29,277685.56379310344,358658.30874443403,1,0,1,0,0,0,1
95,6202.7,0.0,0.0,0,1,6202.7,0.0,0,1,1,0,0,0,0
134,62387.08,175800.08,0.0,0,1,62387.08,0.0,0,1,0,0,0,0,0
403,217348.48,28717.0,0.0,0,2,386245.705,238856.74624218015,0,1,0,1,0,0,0
404,107072.12,10822.0,0.0,0,9,150301.09777777776,157671.65897528024,0,0,1,0,1,0,0
144,706.61,743.0,0.0,0,1,706.61,0.0,0,1,0,0,0,0,0
251,63720.36,16976961.59,1190761.82,0,14,211386.9364285714,150248.6141858769,0,0,0,1,0,0,0
204,18482.64,31031.45,0.0,0,1,18482.64,0.0,0,1,0,0,0,0,0
284,41392.47,63872.0,0.0,0,6,197119.69833333333,195965.979221069,0,0,0,0,1,0,0
404,110556.68,0.0,3832698.18,0,6,340430.54333333333,333085.7760078972,0,0,1,0,1,0,0
237,3101.25,30174.0,0.0,0,1,3101.25,0.0,0,1,0,0,0,0,0
138,209835.61,0.0,1939860.71,0,35,206963.40742857143,156737.69273282398,0,0,1,0,1,0,0
323,37228.77,0.0,0.0,0,1,37228.77,0.0,0,1,1,0,0,0,0
352,8717.41,0.0,0.0,0,1,8717.41,0.0,0,1,1,0,0,0,0
402,82639.37,0.0,237343.49,0,5,122560.2,135018.219595684,0,0,1,0,1,0,0
353,2629.58,284256.96,0.0,0,1,2629.58,0.0,0,1,0,0,0,0,0
382,10968.61,305647.0,0.0,0,1,10968.61,0.0,0,1,0,0,0,0,0
132,143777.84,0.0,222937.44,0,24,228736.61958333332,296484.16469442885,0,0,1,0,1,0,0
138,21527.33,263309.0,0.0,0,1,21527.33,0.0,0,1,0,0,0,0,0
394,279516.39,0.0,638282.76,0,5,186879.544,126946.74198853404,0,0,1,0,1,0,0
397,661.74,0.0,0.0,0,1,661.74,0.0,0,1,1,0,0,0,0
46,3393.98,600120.0,0.0,0,1,3393.98,0.0,0,1,0,0,0,0,0
328,102320.01,4059676.01,450378.36,0,13,738498.3699999999,1512291.0746619892,0,0,0,1,0,0,0
395,144550.02,1105765.2,1723682.99,0,16,202524.42375,132586.5897114505,0,0,0,1,0,0,0
230,168916.53,854635.08,749623.22,0,14,281687.23000000004,428352.655044721,0,0,0,1,0,0,0
204,174808.46,0.0,2134636.91,0,20,202463.3465,149827.78743124296,0,0,1,0,1,0,0
38,63023.8,0.0,1114234.79,0,45,214834.862,310473.5014358978,0,0,1,0,1,0,0
301,491753.69,0.0,741949.97,0,12,176604.54249999998,117364.25082311463,1,0,1,0,0,0,1
254,8519.1,208.43,0.0,0,1,8519.1,0.0,0,1,1,0,0,0,0
20,99010.37,12519.0,1241899.24,0,18,199114.25333333333,183091.39790789012,0,0,0,1,0,0,0
160,112854.22,13311.0,4586841.68,0,45,281778.1066666667,328978.2513669284,0,0,0,1,0,0,0
235,1133029.24,281.0,308085.64,0,11,272670.34909090906,326657.04668822,1,0,1,0,0,0,1
302,20498.36,138553.0,0.0,0,1,20498.36,0.0,0,1,0,0,0,0,0
307,55134.86,0.0,0.0,0,1,55134.86,0.0,0,1,1,0,0,0,0
404,10476.43,62955.0,0.0,0,1,10476.43,0.0,0,1,0,0,0,0,0
276,18530.85,29882.0,0.0,0,1,18530.85,0.0,0,1,0,0,0,0,0
346,23469.11,70111.0,0.0,0,1,23469.11,0.0,0,1,0,0,0,0,0
260,133374.65,0.0,687791.5,0,11,150105.55909090908,75515.9069094326,0,0,1,0,1,0,0
442,124198.82,19840.0,0.0,0,1,124198.82,0.0,0,0,1,0,1,0,0
157,266394.71,49939.0,217176.38,0,12,146070.4025,79239.68235075497,0,1,0,1,0,0,0
377,10546.87,0.0,703641.89,0,12,143921.47833333333,141338.21152530267,0,0,1,0,1,0,0
48,315814.26,0.0,3018974.89,0,38,234598.20947368423,226437.14428501803,0,0,1,0,1,0,0
398,88992.45,0.0,317530.22,0,3,298486.0633333333,200650.50395554616,0,0,1,0,1,0,0
238,87259.83,29683.0,153334.34,0,14,160691.27000000002,122960.29419310205,0,0,0,1,0,0,0
21,20216.67,50996.0,0.0,0,1,20216.67,0.0,0,1,0,0,0,0,0
10,1525.11,0.0,0.0,0,1,1525.11,0.0,0,1,1,0,0,0,0
380,5816.3,5278.0,0.0,0,1,5816.3,0.0,0,1,1,0,0,0,0
8,1373723.96,0.0,4691193.74,0,62,332803.1322580645,392100.31362246105,1,0,1,0,0,0,1
300,32690.06,415.0,0.0,0,1,32690.06,0.0,0,1,1,0,0,0,0
226,15855.27,26974.0,0.0,0,1,15855.27,0.0,0,1,0,0,0,0,0
321,52284.56,0.0,0.0,0,1,52284.56,0.0,0,1,1,0,0,0,0
251,398168.43,220359.72,1148376.46,0,16,291916.70437500003,268605.19555356307,1,0,1,0,1,0,0
394,201447.81,28465.0,0.0,0,7,177995.0942857143,87539.5239789755,0,0,1,0,1,0,0
140,7920.52,43558.0,0.0,0,1,7920.52,0.0,0,1,0,0,0,0,0
10,78.23,276323.66,0.0,0,1,78.23,0.0,0,1,0,0,0,0,0
8,274863.07,0.0,1129180.14,0,42,313125.4635714286,439973.1371592203,0,1,1,0,1,0,0
34,27389.93,38640.37,0.0,0,1,27389.93,0.0,0,1,0,0,0,0,0
203,191664.23,19138.0,0.0,0,5,187888.816,122856.11799000256,0,1,0,1,0,0,0
203,5138.4,0.0,0.0,0,1,5138.4,0.0,0,1,1,0,0,0,0
332,3372.12,29620.0,45711.76,0,13,90094.33,96857.15814309742,0,0,0,0,0,1,0
178,4572.73,0.0,0.0,0,1,4572.73,0.0,0,1,1,0,0,0,0
135,211119.31,100537.0,209667.0,0,13,146820.64230769232,109620.22574953,0,0,1,0,1,0,0
371,46872.27,18511.0,0.0,0,1,46872.27,0.0,0,1,0,1,0,0,0
378,18371.13,18661.79,0.0,0,1,18371.13,0.0,0,1,0,0,0,0,0
349,146191.85,0.0,4603673.28,0,16,287966.759375,438743.5972299394,0,0,1,0,1,0,0
371,35007.71,0.0,0.0,0,1,35007.71,0.0,0,1,1,0,0,0,0
210,7887.18,70409.0,0.0,0,1,7887.18,0.0,0,1,0,0,0,0,0
13,8434.58,0.0,0.0,0,1,8434.58,0.0,0,1,1,0,0,0,0
250,406702.02,463314.66,3172469.5,0,37,243179.8491891892,262534.55274986965,1,0,0,1,0,0,0
371,214423.89,10311754.02,1476921.44,0,7,241620.76,116790.39054376062,0,0,0,1,0,0,0
351,86010.85,6067280.64,3120836.28,0,5,932958.456,1236940.5610355374,0,0,0,1,0,0,0
276,1302374.57,28372.0,5755.0,0,4,472583.0475,559436.6536754788,1,0,1,0,0,0,1
281,18175.04,0.0,0.0,0,1,18175.04,0.0,0,1,1,0,0,0,0
202,292989.61,856538.87,296803.26,0,13,164466.25,151539.8148956769,0,0,0,1,0,0,0
382,5872.88,2007.0,304868.14,0,9,63834.670000000006,48934.53077854508,0,0,1,0,1,0,0
213,18886.32,105397.0,952030.31,0,21,146603.43238095238,115390.73471657016,0,0,0,1,0,0,0
327,26863.17,0.0,0.0,0,1,26863.17,0.0,0,1,1,0,0,0,0
185,16975.92,21396.0,0.0,0,1,16975.92,0.0,0,1,0,0,0,0,0
275,220035.93,1909.0,0.0,0,5,146728.326,97000.90906422208,0,0,1,0,0,0,1
381,6068.07,214982.0,0.0,0,1,6068.07,0.0,0,1,0,0,0,0,0
237,7029.05,189405.88,0.0,0,1,7029.05,0.0,0,1,0,0,0,0,0
232,7614.11,30196.0,0.0,0,1,7614.11,0.0,0,1,0,0,0,0,0
229,14023.61,0.0,0.0,0,1,14023.61,0.0,0,1,1,0,0,0,0
177,18630.46,31326.0,734381.82,0,13,140298.6846153846,97196.14639931382,0,0,0,1,0,0,0
13,449943.11,117500.0,833217.58,0,42,379916.0828571429,606791.2156288855,1,0,1,0,1,0,0
157,9601.33,0.0,2032498.04,0,18,297788.7744444444,438192.23503439134,0,0,1,0,0,0,1
21,3810.54,17640.0,0.0,0,1,3810.54,0.0,0,1,0,0,0,0,0
280,350516.62,4613158.46,800550.37,0,10,162534.65600000002,189893.6334026515,0,0,0,1,0,0,0
211,192393.7,0.0,3136180.05,0,21,289065.71714285715,322811.7095147328,0,0,1,0,1,0,0
394,74261.85,42199.0,898663.86,0,8,170482.56875,89916.65815824602,0,0,0,1,0,0,0
46,119620.88,0.0,133087.02,0,18,334893.4472222223,478134.4647665902,0,0,1,0,1,0,0
159,115491.8,0.0,1047908.06,0,24,177095.22291666665,160910.8078296971,0,0,1,0,1,0,0
135,32371.41,480366.0,0.0,0,1,32371.41,0.0,0,1,0,0,0,0,0
181,197413.25,4683.0,258705.11,0,10,158934.974,114042.02172813796,0,0,1,0,1,0,0
134,234470.77,2942753.67,410243.14,0,14,136757.46142857143,96361.89475236576,0,0,0,1,0,0,0
231,53998.77,7213299.26,142342.49,0,7,158922.3014285714,120137.02053770264,0,0,0,1,0,0,0
202,7206.95,39382.44,0.0,0,1,7206.95,0.0,0,1,0,0,0,0,0
36,228103.8,0.0,246344.26,0,7,220191.2714285714,124358.71298928602,0,0,1,0,1,0,0
686,51078.13,1384509.34,2831963.83,0,16,264398.014375,190662.36017670357,0,0,0,1,0,0,0
179,823679.56,7170.0,0.0,0,7,219526.73142857145,283179.1570547354,1,0,1,0,0,0,1
401,13531.58,0.0,0.0,0,1,13531.58,0.0,0,1,1,0,0,0,0
256,95247.6,31063.0,12813.36,0,7,139187.15285714288,71318.28663445132,0,1,0,1,0,0,0
204,77767.56,0.0,268773.16,0,10,95556.084,55402.24252170548,0,0,1,0,1,0,0
370,41311.75,0.0,2004130.11,0,16,265439.904375,367573.08190536685,0,0,1,0,0,0,1
155,23485.22,0.0,0.0,0,1,23485.22,0.0,0,1,1,0,0,0,0
351,367847.88,416500.0,268126.5,0,4,158993.5975,146647.83207171352,1,1,0,1,0,0,0
396,44211.48,20983585.31,175568.13,0,2,77335.695,46844.71409596231,0,0,0,1,0,0,0
139,250014.23,0.0,1843057.7,0,25,326033.7492,464798.9490941152,0,0,1,0,1,0,0
563,206144.99,161568.0,14263846.91,0,9,706072.1522222222,1276449.575933352,0,0,0,1,0,0,0
21,194976.99,652147.11,220932.15,0,26,441333.2569230769,798143.477912347,0,0,0,1,0,0,0
327,2127089.79,112114.0,1492427.89,0,16,276043.95687500003,511172.0209067069,1,0,1,0,0,0,1
471,32322.51,391605.0,0.0,0,1,32322.51,0.0,0,1,0,0,0,0,0
162,252618.74,16253.0,96350.82,0,21,326372.5247619048,437282.67590731307,0,1,0,1,0,0,0
137,26918.68,8510.0,0.0,0,8,66018.05374999999,53846.66119222646,0,0,1,0,1,0,0
408,2352.38,31327.0,0.0,0,1,2352.38,0.0,0,1,0,0,0,0,0
138,124483.56,10599.0,0.0,0,6,1669079.2966666666,3396009.282921428,0,0,1,0,1,0,0
256,221.87,84035.98,44263.88,0,4,107525.9075,152280.1585295789,0,0,0,0,0,1,0
139,5577.02,69858.0,0.0,0,1,5577.02,0.0,0,1,0,0,0,0,0
405,172471.83,0.0,6717657.67,0,11,785417.0454545454,1903304.1965709256,0,0,1,0,1,0,0
370,6332.04,39974.0,0.0,0,1,6332.04,0.0,0,1,0,0,0,0,0
20,7319.06,0.0,22845.0,0,23,453791.222173913,690626.6050781584,0,1,1,0,1,0,0
1,4189.31,124618.5,0.0,0,1,4189.31,0.0,0,1,0,0,0,0,0
331,279815.28,32366.0,0.0,0,8,119603.0975,105734.13657575032,0,0,1,0,1,0,0
182,466565.25,22589.0,0.0,0,10,203209.441,154574.24296356624,1,0,1,0,1,0,0
186,259697.4,0.0,1917958.26,0,26,217031.95846153845,107949.41532069804,0,0,1,0,1,0,0
235,277639.31,39843.0,0.0,0,4,2598274.725,4935783.38236142,0,1,0,1,0,0,0
310,24924.34,11214.0,0.0,0,1,24924.34,0.0,0,1,1,0,0,0,0
279,138894.02,0.0,1860567.99,0,16,503664.23875,781081.0536765561,0,0,1,0,1,0,0
346,21251.17,68526.87,0.0,0,1,21251.17,0.0,0,1,0,0,0,0,0
187,1102.46,82803.0,0.0,0,1,1102.46,0.0,0,1,0,0,0,0,0
22,3670.74,10021.0,0.0,0,1,3670.74,0.0,0,1,0,0,0,0,0
301,12961.03,41960.0,0.0,0,1,12961.03,0.0,0,1,0,0,0,0,0
203,173938.77,0.0,777930.77,0,23,181481.98782608696,171592.07563835292,0,0,1,0,1,0,0
381,11620.72,0.0,0.0,0,1,11620.72,0.0,0,1,1,0,0,0,0
255,43.1,9906.0,0.0,0,1,43.1,0.0,0,1,0,0,0,0,0
8,341554.31,0.0,1511509.09,0,63,1166252.2093650794,4163483.371867876,0,0,1,0,1,0,0
178,150257.98,11770.0,132578.08,0,18,189417.925,154885.5830181848,0,0,1,0,1,0,0
158,120848.77,20332.0,1482311.78,0,28,196798.67357142855,156985.92791023373,0,0,1,0,1,0,0
345,394498.32,177977.99,1700675.18,0,17,212851.0588235294,182563.49696659428,1,0,1,0,0,0,1
44,54193.48,6561809.29,89648.94,0,12,120900.26916666668,122539.6020485191,0,0,0,1,0,0,0
301,278105.46,20995.0,0.0,0,3,367592.1866666667,275664.47811697546,0,1,0,1,0,0,0
299,14962.89,258844.99,4615463.04,0,39,265477.82769230765,259289.13646569767,0,0,0,0,1,0,0
360,2868.57,6153.0,0.0,0,1,2868.57,0.0,0,1,0,0,0,0,0
9,92267.15,461372.91,2651831.45,0,55,334151.41981818184,430488.7245471412,0,0,0,0,1,0,0
376,46890.69,12000.0,978610.03,0,7,152099.55000000002,71881.14371920197,0,0,1,0,1,0,0
203,417994.09,0.0,1758340.44,0,22,201543.15954545452,186398.4294198448,1,0,1,0,1,0,0
276,203887.86,0.0,2808296.58,0,16,417945.930625,564899.9167176887,0,0,1,0,1,0,0
656,4823.38,1198.0,0.0,0,1,4823.38,0.0,0,1,1,0,0,0,0
353,7306.39,0.0,0.0,0,1,7306.39,0.0,0,1,1,0,0,0,0
328,17786.61,166332.0,0.0,0,1,17786.61,0.0,0,1,0,0,0,0,0
371,80843.66,0.0,267469.58,0,20,179370.0915,121561.69517980624,0,0,1,0,1,0,0
42,324611.82,0.0,1885200.79,0,38,627221.5481578946,1280574.0092975176,0,0,1,0,1,0,0
131,140740.33,71633.0,246411.54,0,12,119063.71583333334,77474.68349434243,0,0,0,1,0,0,0
302,68296.54,15352.26,508274.76,0,8,137390.665,84485.15594226902,0,0,0,1,0,0,0
228,11624.01,132.34,0.0,0,1,11624.01,0.0,0,1,1,0,0,0,0
21,195968.8,2935857.78,1005114.58,0,35,178555.34285714285,120304.7824170652,0,0,0,1,0,0,0
139,74573.02,0.0,4258929.62,0,31,402633.65612903226,647036.852308059,0,0,1,0,1,0,0
155,287937.57,0.0,666751.32,0,29,550453.051724138,956877.5111097796,0,0,1,0,1,0,0
187,74084.09,119549.21,1551841.21,0,29,242562.67275862067,206057.03611534883,0,0,0,0,1,0,0
38,196631.72,13520814.4,778305.29,0,18,434325.2361111111,578469.8475435892,0,0,0,1,0,0,0
395,183131.11,0.0,1177442.19,0,13,286250.4715384615,367843.2446309116,0,0,1,0,1,0,0
346,17371.16,0.0,0.0,0,1,17371.16,0.0,0,1,1,0,0,0,0
404,86070.22,31235.0,0.0,0,1,86070.22,0.0,0,0,1,0,1,0,0
186,185129.27,8253258.93,408387.98,0,12,224891.38166666668,95928.02865514238,0,0,0,1,0,0,0
119,293578.28,4383.0,3559466.13,0,20,622902.36,855895.8901145213,0,0,1,0,0,0,1
120,789313.44,11431.0,0.0,0,13,240996.6807692308,195469.8179246213,1,0,1,0,0,0,1
684,132193.08,107599.0,4342606.31,0,7,648440.6399999999,1456398.9857989843,0,0,1,0,1,0,0
274,253888.16,4566727.08,388122.45,0,6,191692.75166666668,130260.38987227505,0,0,0,1,0,0,0
377,70339.71,2679.0,170598.3,0,10,73992.33300000001,54182.527582338254,0,0,0,1,0,0,0
684,31868.62,391727.21,0.0,0,1,31868.62,0.0,0,1,0,0,0,0,0
94,119998.32,0.0,455392.29,0,15,234018.086,238937.18408091227,0,0,1,0,1,0,0
206,42608.74,4623713.77,4710598.98,0,45,411890.3851111112,705951.8663162803,0,0,0,1,0,0,0
397,367155.76,0.0,635851.21,0,8,219342.92375,104142.36722597745,1,0,1,0,1,0,0
305,6370.89,0.0,0.0,0,1,6370.89,0.0,0,1,1,0,0,0,0
21,171119.36,562507.0,92258.82,0,18,197482.92166666663,145586.9611263806,0,0,0,0,0,0,1
191,10638.45,0.0,227641.58,0,4,123520.3625,127541.66935578124,0,0,1,0,1,0,0
19,3048.41,285078.0,0.0,0,1,3048.41,0.0,0,1,0,0,0,0,0
161,134199.38,126019.0,491292.01,0,24,172625.4875,160007.10284416,0,0,1,0,1,0,0
202,277.6,31330.0,0.0,0,1,277.6,0.0,0,1,0,0,0,0,0
379,30680.87,3625.0,0.0,0,1,30680.87,0.0,0,1,1,0,0,0,0
333,411455.27,0.0,499186.95,0,10,110686.847,122125.10055971696,1,0,1,0,1,0,0
306,216769.86,775749.34,1224203.58,0,11,167503.8790909091,122027.49781810872,0,0,0,1,0,0,0
132,38622.17,0.0,0.0,0,1,38622.17,0.0,0,1,1,0,0,0,0
45,19320.59,0.0,27747.1,0,33,218548.10030303028,170566.57037649263,0,0,1,0,1,0,0
46,4758.41,61927.0,0.0,0,1,4758.41,0.0,0,1,0,0,0,0,0
141,13024.97,0.0,0.0,0,1,13024.97,0.0,0,1,1,0,0,0,0
275,65751.51,1245494.37,5253679.78,0,24,315215.9345833333,466371.7714610663,0,0,0,1,0,0,0
183,22206.02,0.0,372187.5,0,7,150182.1628571429,117345.53781696584,0,0,1,0,1,0,0
396,425235.84,0.0,1195991.91,0,12,217848.045,119388.20260015724,1,0,1,0,0,0,1
136,41800.81,0.0,1284223.84,0,22,206685.0577272727,153497.0361885995,0,0,1,0,1,0,0
332,13755.79,0.0,0.0,0,1,13755.79,0.0,0,1,1,0,0,0,0
401,420136.96,5529.0,0.0,0,3,249776.19000000003,221006.59851660064,1,0,1,0,1,0,0
380,214329.32,107644.0,41062.93,0,5,135154.388,85037.19507912271,0,0,1,0,1,0,0
355,5322.56,53772.13,0.0,0,1,5322.56,0.0,0,1,0,0,0,0,0
403,43996.02,21163.0,357009.8,0,11,215410.28272727272,153354.62405645603,0,0,1,0,1,0,0
231,82460.42,69369.0,0.0,0,5,70051.356,67140.08766080016,0,1,0,1,0,0,0
398,182518.35,59039.0,391821.8,0,12,237534.3941666667,149659.35634372797,0,0,1,0,1,0,0
404,61830.83,9740.94,4369543.82,0,39,213951.07487179487,129466.73653532758,0,0,1,0,0,0,1
41,12636.85,79446.0,0.0,0,1,12636.85,0.0,0,1,0,0,0,0,0
134,419642.27,6664.0,0.0,0,14,322275.41000000003,317291.0871310121,1,0,1,0,1,0,0
230,340967.93,0.0,1307198.44,0,16,329170.83875,262692.00538654934,0,0,1,0,1,0,0
186,79563.57,0.0,125699.94,0,7,204320.3828571429,186588.7276957403,0,0,1,0,1,0,0
375,30229.55,557.0,0.0,0,1,30229.55,0.0,0,1,1,0,0,0,0
8,306576.83,0.0,5262348.91,0,60,274922.4915,316707.289679834,0,0,1,0,1,0,0
236,629691.55,0.0,2848146.93,0,32,208644.771875,178869.50800798545,1,0,1,0,0,0,1
322,6178.0,55979.0,0.0,0,1,6178.0,0.0,0,1,0,0,0,0,0
522,1675.51,49422.0,0.0,0,1,1675.51,0.0,0,1,0,0,0,0,0
121,7098.67,106985.0,0.0,0,1,7098.67,0.0,0,1,0,0,0,0,0
20,474541.47,0.0,666432.66,0,20,242762.7985,274008.0637734124,1,0,1,0,1,0,0
129,20724.91,249.0,0.0,0,1,20724.91,0.0,0,1,1,0,0,0,0
47,31977.82,0.0,0.0,0,1,31977.82,0.0,0,1,1,0,0,0,0
308,284446.43,0.0,973209.71,0,10,233831.15700000004,167537.56469375273,0,0,1,0,1,0,0
298,47776.32,0.0,0.0,0,1,47776.32,0.0,0,1,1,0,0,0,0
360,14432.22,11041.04,0.0,0,1,14432.22,0.0,0,1,1,0,0,0,0
183,105728.08,21050.0,266462.1,0,12,107947.15583333332,73319.42028294307,0,0,1,0,1,0,0
354,33348.39,8136970.75,1863822.8,0,23,198016.16086956524,157670.2381989644,0,0,0,1,0,0,0
256,147413.0,0.0,1245236.81,0,33,207904.5296969697,137260.27837049056,0,0,1,0,1,0,0
130,1613280.01,3482.0,0.0,0,24,399268.33375,467751.75999861874,1,0,1,0,0,0,1
257,3640.53,18443644.8,212635.23,0,8,144959.195,114981.46640281827,0,0,0,1,0,0,0
206,5265.89,59659.0,0.0,0,1,5265.89,0.0,0,1,0,0,0,0,0
9,61970.97,0.0,112706.0,0,33,500892.3748484849,640201.783327843,0,1,1,0,1,0,0
211,2086.56,15925.04,0.0,0,1,2086.56,0.0,0,1,0,0,0,0,0
188,6770.8,44341.0,0.0,0,1,6770.8,0.0,0,1,0,0,0,0,0
182,976.43,0.0,0.0,0,1,976.43,0.0,0,1,1,0,0,0,0
184,200036.26,0.0,584562.14,0,12,224746.3275,231800.41282336213,0,0,1,0,1,0,0
206,52541.94,1580.0,153757.81,0,8,109525.08,104952.80211898696,0,0,0,1,0,0,0
258,667.13,200785.37,0.0,0,1,667.13,0.0,0,1,0,0,0,0,0
264,53573.6,4011936.6,413879.87,0,7,167761.35142857142,96782.15534163162,0,0,0,1,0,0,0
135,8374.47,0.0,0.0,0,1,8374.47,0.0,0,1,1,0,0,0,0
12,1762.16,0.0,0.0,0,1,1762.16,0.0,0,1,1,0,0,0,0
163,46488.79,0.0,852747.59,0,30,231740.50633333327,214143.9200154584,0,0,1,0,1,0,0
208,1557359.95,0.0,3518417.31,0,38,289074.1997368421,281160.64600747114,1,0,1,0,0,0,1
43,3893.04,0.0,0.0,0,1,3893.04,0.0,0,1,1,0,0,0,0
361,96433.44,20973.0,0.0,0,8,115819.39,99550.71865981322,0,0,1,0,1,0,0
587,84972.61,8285.0,0.0,0,1,84972.61,0.0,0,0,1,0,1,0,0
379,38861.43,0.0,127211.0,0,2,325180.645,404916.5170210181,0,0,1,0,1,0,0
305,206162.3,0.0,279135.29,0,5,191828.576,153978.8282655545,0,0,1,0,1,0,0
305,244282.99,0.0,516439.65,0,8,161079.94999999998,133484.774985809,0,0,1,0,1,0,0
202,110015.43,1633.0,0.0,0,11,250241.3363636364,156443.1113125452,0,0,1,0,1,0,0
687,353933.07,849.0,392496.47,0,8,101832.465,125621.6161081586,0,0,1,0,1,0,0
159,483784.18,0.0,794633.96,0,17,250630.21352941176,221069.004662689,1,0,1,0,0,0,1
229,31347.52,127380.0,0.0,0,1,31347.52,0.0,0,1,0,0,0,0,0
380,119692.05,149.0,94859.62,0,3,148497.88333333333,72470.2297589378,0,0,1,0,1,0,0
11,188080.79,82116.0,85161.98,0,33,334387.2851515152,458807.3177475034,0,1,0,1,0,0,0
18,12161.98,40223.0,0.0,0,1,12161.98,0.0,0,1,0,0,0,0,0
259,243386.27,147.0,41832.34,0,6,107774.38,89375.7809560523,0,0,1,0,1,0,0
216,68.02,0.0,0.0,0,1,68.02,0.0,0,1,1,0,0,0,0
136,566732.52,336622.0,958974.18,0,21,231824.7142857143,181521.09228476635,1,0,1,0,1,0,0
18,118501.06,1516799.97,141196.53,0,22,255078.07954545456,298099.35825055896,0,0,0,1,0,0,0
239,4406.35,19952.0,0.0,0,1,4406.35,0.0,0,1,0,0,0,0,0
38,223309.23,31236.0,618192.62,0,14,193455.45857142855,141248.9441127662,0,0,0,1,0,0,0
154,83763.19,19193.0,3732.61,0,4,150483.94,120162.99766978712,0,1,0,1,0,0,0
131,1024722.53,25115.57,1948405.44,0,25,428525.2048,562735.9676326263,1,0,1,0,0,0,1
191,170717.58,11654.0,653008.86,0,19,291563.4336842105,377463.7270578625,0,0,1,0,0,0,1
207,21178.37,13585.0,0.0,0,1,21178.37,0.0,0,1,1,0,0,0,0
326,396150.18,275.0,2667831.47,0,22,278189.57136363635,217098.34798841143,1,0,1,0,1,0,0
299,164416.45,74723.12,419833.66,0,11,133103.19545454544,138420.43836075615,0,0,1,0,1,0,0
279,38477.33,0.0,81862.06,0,5,77789.53400000001,51144.51399911705,0,0,1,0,1,0,0
190,11333.56,0.0,0.0,0,1,11333.56,0.0,0,1,1,0,0,0,0
354,33037.75,0.0,0.0,0,1,33037.75,0.0,0,1,1,0,0,0,0
253,9014.32,54308.0,0.0,0,1,9014.32,0.0,0,1,0,0,0,0,0
187,267354.21,8088.0,0.0,0,9,159421.81666666668,105536.3389672433,0,0,1,0,1,0,0
352,10191.18,0.0,0.0,0,1,10191.18,0.0,0,1,1,0,0,0,0
229,245625.04,8298672.96,1978164.53,0,17,235059.45117647055,143096.94663436248,0,0,0,1,0,0,0
352,223877.55,7399039.32,241502.17,0,22,142305.13590909092,110512.2728623143,0,0,0,1,0,0,0
181,36514.57,178.0,0.0,0,1,36514.57,0.0,0,1,1,0,0,0,0
374,126813.12,0.0,567777.3,0,15,194047.47266666667,145244.27142809643,0,0,1,0,1,0,0
204,279842.85,0.0,1049495.36,0,26,203340.87038461535,154269.06902595703,0,0,1,0,1,0,0
306,5925.26,211426.0,0.0,0,1,5925.26,0.0,0,1,0,0,0,0,0
405,107475.73,1698829.23,51607560.24,0,13,4003107.81,4481448.6276869895,0,0,0,1,0,0,0
164,227340.36,0.0,1801028.28,0,21,242085.3585714285,306617.27425311983,0,0,1,0,1,0,0
230,1802.63,597.0,0.0,0,1,1802.63,0.0,0,1,1,0,0,0,0
313,39744.15,0.0,0.0,0,1,39744.15,0.0,0,1,1,0,0,0,0
164,625810.96,812375.9,9534557.23,0,49,349653.32224489795,422840.8206461101,1,0,0,1,0,0,0
33,150070.31,9741065.64,3080138.48,0,47,326555.4840425532,528132.2688688949,0,0,0,1,0,0,0
377,769253.41,30240.0,0.0,0,2,507468.41,370219.8974258407,1,0,1,0,0,0,1
